	Similarity	Clost_cluster	CC_bs	Genus	Genus_bs	Species	Species_bs
Seq_0007477	0.96	NA	1	Escherichia/Shigella	0.92	Unclassified	0.75
Seq_0006746	0.76	IV	1	Clostridium	0.92	Clostridium_leptum	0.87
Seq_0000650	0.57	NA	1	Unclassified	0.92	Unclassified	0.92
Seq_0002838	0.98	XIVa	1	Dorea	0.92	Dorea_longicatena	0.92
Seq_0000706	0.7	Unclassified	0.57	Clostridium	0.93	Unclassified	0.57
Seq_0004785	0.61	Unclassified	0.7	Unclassified	0.93	Unclassified	0.7
Seq_0001896	0.61	XVIII	0.93	Unclassified	0.93	Unclassified	0.52
Seq_0000586	0.7	IV	0.93	Flavonifractor	0.93	Flavonifractor_plautii	0.93
Seq_0003284	0.79	XIII	0.93	Anaerococcus	0.93	Anaerococcus_prevotii	0.93
Seq_0002016	0.8	IV	0.93	Flavonifractor	0.93	Flavonifractor_plautii	0.93
Seq_0001259	0.89	XIVa	0.93	Ruminococcus	0.93	Ruminococcus_lactaris	0.93
Seq_0001000	0.95	XIVa	0.96	Eubacterium	0.93	Eubacterium_rectale	0.93
Seq_0002087	0.86	XIVa	0.97	Clostridium	0.93	Clostridium_hylemonae	0.89
Seq_0009489	0.71	XIVa	0.97	Blautia	0.93	Ruminococcus_torques	0.93
Seq_0001313	0.84	XIVa	1	Clostridium	0.93	Unclassified	0.13
Seq_0004463	0.96	NA	1	Facklamia	0.93	Facklamia_hominis	0.83
Seq_0005369	0.64	NA	1	Unclassified	0.93	Unclassified	0.88
Seq_0000582	1	NA	1	Citrobacter	0.93	Citrobacter_freundii	0.9
Seq_0000951	0.7	NA	1	Succinivibrio	0.93	Succinivibrio_dextrinosolvens	0.93
Seq_0001630	0.76	NA	1	Eubacterium	0.93	Eubacterium_coprostanoligenes	0.93
Seq_0004594	0.92	NA	1	Oxalobacter	0.93	Oxalobacter_formigenes	0.93
Seq_0002141	0.69	Unclassified	0.71	Unclassified	0.94	Unclassified	0
Seq_0000406	0.61	NA	0.86	Unclassified	0.94	Unclassified	0.8
Seq_0005594	0.84	XIVa	0.88	Eubacterium	0.94	Eubacterium_ramulus	0.8
Seq_0001020	0.86	XIVa	0.89	Blautia	0.94	Unclassified	0.57
Seq_0002928	0.95	NA	1	Haemophilus	0.94	Unclassified	0
Seq_0008155	0.68	NA	1	Unclassified	0.94	Unclassified	0.94
Seq_0004841	0.9	XIVa	1	Dorea	0.94	Dorea_longicatena	0.94
Seq_0000510	0.74	Unclassified	0.53	Clostridium	0.95	Unclassified	0.53
Seq_0008597	0.65	Unclassified	0.69	Unclassified	0.95	Unclassified	0
Seq_0006320	0.65	IV	0.9	Unclassified	0.95	Unclassified	0.75
Seq_0004943	0.68	NA	0.95	Unclassified	0.95	Unclassified	0.95
Seq_0004998	0.77	IV	0.95	Flavonifractor	0.95	Flavonifractor_plautii	0.95
Seq_0006265	0.8	IV	0.95	Flavonifractor	0.95	Flavonifractor_plautii	0.95
Seq_0007134	0.89	IV	0.95	Eubacterium	0.95	Eubacterium_desmolans	0.95
Seq_0005250	0.89	NA	0.95	Oribacterium	0.95	Oribacterium_sinus	0.95
Seq_0001150	0.96	XIVa	0.95	Eubacterium	0.95	Eubacterium_rectale	0.95
Seq_0001423	0.98	XIVa	0.95	Eubacterium	0.95	Eubacterium_rectale	0.95
Seq_0000761	0.98	XIVa	0.95	Eubacterium	0.95	Eubacterium_rectale	0.95
Seq_0001227	0.98	XIVa	0.95	Eubacterium	0.95	Eubacterium_rectale	0.95
Seq_0001031	0.98	XIVa	0.95	Eubacterium	0.95	Eubacterium_rectale	0.95
Seq_0000019	1	XIVa	0.95	Eubacterium	0.95	Eubacterium_rectale	0.95
Seq_0000033	1	NA	0.95	Coprococcus	0.95	Coprococcus_comes	0.95
Seq_0000150	1	XIVa	0.99	Roseburia	0.95	Roseburia_hominis	0.87
Seq_0001014	0.98	NA	1	Klebsiella	0.95	Unclassified	0
Seq_0003591	0.65	NA	1	Unclassified	0.95	Unclassified	0.47
Seq_0002934	0.7	IV	1	Clostridium	0.95	Unclassified	0.58
Seq_0007896	0.75	NA	1	Bacteroides	0.95	Unclassified	0.68
Seq_0000480	1	I	1	Clostridium	0.95	Unclassified	0.74
Seq_0005517	0.74	IV	1	Clostridium	0.95	Clostridium_leptum	0.8
Seq_0000207	0.69	IV	1	Unclassified	0.95	Unclassified	0.85
Seq_0003562	0.96	NA	1	Haemophilus	0.95	Haemophilus_parainfluenzae	0.85
Seq_0010025	0.75	NA	1	Bacteroides	0.95	Bacteroides_stercoris	0.88
Seq_0001597	0.98	NA	1	Haemophilus	0.95	Haemophilus_parainfluenzae	0.93
Seq_0000769	0.69	IV	1	Unclassified	0.95	Unclassified	0.95
Seq_0009334	0.75	NA	1	Anaerotruncus	0.95	Anaerotruncus_colihominis	0.95
Seq_0002896	1	NA	1	Moryella	0.95	Moryella_indoligenes	0.95
Seq_0002403	0.74	NA	0.8	Megasphaera	0.96	Unclassified	0.35
Seq_0006875	0.69	XI	0.83	Unclassified	0.96	Unclassified	0.83
Seq_0002257	0.94	XIVa	0.97	Clostridium	0.96	Unclassified	0.64
Seq_0003142	0.94	XIVa	0.98	Eubacterium	0.96	Eubacterium_rectale	0.96
Seq_0010172	0.72	NA	1	Bacteroides	0.96	Unclassified	0
Seq_0000078	0.86	XIVa	1	Clostridium	0.96	Unclassified	0.14
Seq_0000921	0.66	NA	1	Unclassified	0.96	Unclassified	0.23
Seq_0008706	0.93	NA	1	Haemophilus	0.96	Unclassified	0.64
Seq_0006455	0.73	NA	1	Bacteroides	0.96	Unclassified	0.72
Seq_0002685	0.57	NA	1	Unclassified	0.96	Unclassified	0.73
Seq_0001144	1	NA	1	Klebsiella	0.96	Klebsiella_pneumoniae	0.95
Seq_0000195	0.74	Unclassified	0.48	Clostridium	0.97	Unclassified	0.48
Seq_0000304	0.91	Unclassified	0.6	Blautia	0.97	Unclassified	0.58
Seq_0000628	0.79	Unclassified	0.73	Ruminococcus	0.97	Unclassified	0.7
Seq_0001567	0.67	IV	0.97	Unclassified	0.97	Unclassified	0.97
Seq_0004848	0.75	IV	0.97	Flavonifractor	0.97	Flavonifractor_plautii	0.97
Seq_0006753	0.82	NA	0.97	Anaerotruncus	0.97	Anaerotruncus_colihominis	0.97
Seq_0001732	0.98	XIVa	0.98	Eubacterium	0.97	Eubacterium_rectale	0.97
Seq_0007284	0.96	NA	1	Escherichia/Shigella	0.97	Unclassified	0
Seq_0000968	0.98	NA	1	Escherichia/Shigella	0.97	Unclassified	0
Seq_0001253	0.98	NA	1	Escherichia/Shigella	0.97	Unclassified	0
Seq_0008946	1	NA	1	Sphingomonas	0.97	Unclassified	0
Seq_0000357	0.98	NA	1	Escherichia/Shigella	0.97	Unclassified	0.16
Seq_0006329	0.68	NA	1	Unclassified	0.97	Unclassified	0.2
Seq_0003838	0.68	NA	1	Unclassified	0.97	Unclassified	0.24
Seq_0003852	0.93	NA	1	Bifidobacterium	0.97	Unclassified	0.65
Seq_0003813	0.48	NA	1	Unclassified	0.97	Unclassified	0.76
Seq_0003798	0.9	NA	1	Tepidimonas	0.97	Unclassified	0.77
Seq_0006109	0.93	NA	1	Haemophilus	0.97	Haemophilus_parainfluenzae	0.81
Seq_0000484	0.98	NA	1	Escherichia/Shigella	0.97	Escherichia/Shigella_coli	0.83
Seq_0001474	0.98	XIVa	1	Roseburia	0.97	Roseburia_intestinalis	0.92
Seq_0000132	1	XIVa	1	Roseburia	0.97	Roseburia_intestinalis	0.93
Seq_0000483	0.62	NA	1	Unclassified	0.97	Unclassified	0.97
Seq_0005072	0.93	NA	1	Haemophilus	0.97	Haemophilus_parainfluenzae	0.97
Seq_0000724	0.96	NA	1	Haemophilus	0.97	Haemophilus_parainfluenzae	0.97
Seq_0000442	0.98	NA	1	Haemophilus	0.97	Haemophilus_parainfluenzae	0.97
Seq_0006587	1	XIII	1	Anaerococcus	0.97	Anaerococcus_hydrogenalis	0.97
Seq_0001138	0.9	Unclassified	0.62	Fusobacterium	0.98	Unclassified	0.59
Seq_0004284	0.76	Unclassified	0.66	Megasphaera	0.98	Unclassified	0.52
Seq_0003107	0.78	Unclassified	0.77	Ruminococcus	0.98	Unclassified	0.75
Seq_0006452	0.7	III	0.92	Clostridium	0.98	Unclassified	0.21
Seq_0000768	0.98	XIVa	0.98	Eubacterium	0.98	Eubacterium_rectale	0.98
Seq_0007849	0.96	NA	1	Escherichia/Shigella	0.98	Unclassified	0
Seq_0001473	0.98	NA	1	Escherichia/Shigella	0.98	Unclassified	0
Seq_0005900	0.98	NA	1	Citrobacter	0.98	Unclassified	0
Seq_0005411	0.98	NA	1	Pseudomonas	0.98	Unclassified	0
Seq_0001895	1	NA	1	Raoultella	0.98	Unclassified	0
Seq_0001720	1	NA	1	Phyllobacterium	0.98	Unclassified	0
Seq_0003069	0.69	NA	1	Unclassified	0.98	Unclassified	0.27
Seq_0000827	0.92	XIVa	1	Clostridium	0.98	Unclassified	0.33
Seq_0004078	0.93	NA	1	Sphingomonas	0.98	Unclassified	0.55
Seq_0006282	0.73	NA	1	Bacteroides	0.98	Unclassified	0.73
Seq_0008462	0.95	NA	1	Haemophilus	0.98	Unclassified	0.78
Seq_0000989	0.98	NA	1	Escherichia/Shigella	0.98	Escherichia/Shigella_coli	0.83
Seq_0005918	1	NA	1	Methylophilus	0.98	Methylophilus_rhizosphaerae	0.86
Seq_0000595	0.81	NA	1	Prevotella	0.98	Prevotella_stercorea	0.9
Seq_0000173	1	NA	1	Escherichia/Shigella	0.98	Escherichia/Shigella_coli	0.91
Seq_0001598	0.98	NA	1	Haemophilus	0.98	Haemophilus_parainfluenzae	0.95
Seq_0000115	1	NA	1	Haemophilus	0.98	Haemophilus_parainfluenzae	0.98
Seq_0005442	1	NA	1	Hafnia	0.98	Hafnia_alvei	0.98
Seq_0003188	1	NA	1	Haemophilus	0.98	Haemophilus_parainfluenzae	0.98
Seq_0000502	0.91	NA	0.94	Fusobacterium	0.99	Unclassified	0.46
Seq_0001247	0.85	XIVa	0.99	Clostridium	0.99	Unclassified	0
Seq_0002156	0.92	XIVa	1	Clostridium	0.99	Unclassified	0
Seq_0000800	0.95	XIVa	1	Clostridium	0.99	Unclassified	0
Seq_0007160	0.96	NA	1	Enterococcus	0.99	Unclassified	0
Seq_0003865	0.98	NA	1	Enterococcus	0.99	Unclassified	0
Seq_0002429	0.98	NA	1	Streptococcus	0.99	Unclassified	0
Seq_0005872	0.98	NA	1	Escherichia/Shigella	0.99	Unclassified	0
Seq_0002907	0.98	NA	1	Klebsiella	0.99	Unclassified	0
Seq_0000100	1	NA	1	Escherichia/Shigella	0.99	Unclassified	0
Seq_0002611	0.95	NA	1	Haemophilus	0.99	Unclassified	0.39
Seq_0001176	0.68	NA	1	Unclassified	0.99	Unclassified	0.41
Seq_0000693	0.98	NA	1	Enterococcus	0.99	Unclassified	0.44
Seq_0001361	0.85	XIVa	1	Clostridium	0.99	Unclassified	0.49
Seq_0007940	0.88	XIVa	1	Clostridium	0.99	Unclassified	0.65
Seq_0001893	1	NA	1	Streptococcus	0.99	Unclassified	0.75
Seq_0003023	0.96	NA	1	Bifidobacterium	0.99	Bifidobacterium_pseudolongum	0.8
Seq_0002385	1	NA	1	Klebsiella	0.99	Klebsiella_pneumoniae	0.88
Seq_0000508	0.6	NA	1	Unclassified	0.99	Unclassified	0.89
Seq_0002651	0.94	XIVa	1	Clostridium	0.99	Clostridium_oroticum	0.89
Seq_0008157	0.95	NA	1	Haemophilus	0.99	Haemophilus_haemolyticus	0.9
Seq_0002046	1	NA	1	Bifidobacterium	0.99	Bifidobacterium_animalis	0.98
Seq_0006693	0.63	IV	1	Unclassified	0.99	Unclassified	0.99
Seq_0004232	0.66	NA	1	Unclassified	0.99	Unclassified	0.99
Seq_0006110	0.95	NA	1	Haemophilus	0.99	Haemophilus_parainfluenzae	0.99
Seq_0005121	0.74	Unclassified	0	Clostridium	1	Unclassified	0
Seq_0001158	0.8	Unclassified	0	Megasphaera	1	Unclassified	0
Seq_0000656	0.8	Unclassified	0	Megasphaera	1	Unclassified	0
Seq_0001467	0.85	Unclassified	0	Clostridium	1	Unclassified	0
Seq_0001371	1	Unclassified	0	Megasphaera	1	Unclassified	0
Seq_0005920	1	Unclassified	0	Fusobacterium	1	Unclassified	0
Seq_0002279	1	Unclassified	0	Fusobacterium	1	Unclassified	0
Seq_0002024	1	Unclassified	0	Fusobacterium	1	Unclassified	0
Seq_0000039	1	Unclassified	0	Clostridium	1	Unclassified	0
Seq_0000421	1	Unclassified	0	Peptoniphilus	1	Unclassified	0
Seq_0001478	0.89	Unclassified	0.25	Blautia	1	Unclassified	0.25
Seq_0000440	0.9	Unclassified	0.27	Blautia	1	Unclassified	0.16
Seq_0005798	0.7	Unclassified	0.38	Peptoniphilus	1	Unclassified	0.28
Seq_0004511	0.77	Unclassified	0.4	Clostridium	1	Unclassified	0.4
Seq_0002652	0.77	Unclassified	0.52	Clostridium	1	Unclassified	0.08
Seq_0000525	0.93	Unclassified	0.6	Anaerococcus	1	Unclassified	0
Seq_0001585	0.83	Unclassified	0.6	Ruminococcus	1	Unclassified	0.55
Seq_0005505	0.73	Unclassified	0.6	Clostridium	1	Unclassified	0.6
Seq_0008499	0.73	Unclassified	0.6	Clostridium	1	Unclassified	0.6
Seq_0002371	0.79	Unclassified	0.6	Clostridium	1	Unclassified	0.6
Seq_0006635	0.81	Unclassified	0.6	Clostridium	1	Unclassified	0.6
Seq_0001107	0.75	Unclassified	0.63	Ruminococcus	1	Unclassified	0.63
Seq_0004774	0.8	Unclassified	0.63	Clostridium	1	Unclassified	0.63
Seq_0001997	0.74	Unclassified	0.64	Ruminococcus	1	Unclassified	0.64
Seq_0002770	0.8	Unclassified	0.65	Ruminococcus	1	Unclassified	0.65
Seq_0007712	0.91	Unclassified	0.67	Leptotrichia	1	Unclassified	0.65
Seq_0000856	0.82	Unclassified	0.67	Ruminococcus	1	Unclassified	0.67
Seq_0000850	0.98	Unclassified	0.67	Blautia	1	Unclassified	0.67
Seq_0000787	1	Unclassified	0.68	Blautia	1	Unclassified	0.68
Seq_0001334	0.75	Unclassified	0.7	Mogibacterium	1	Unclassified	0.23
Seq_0003178	0.69	Unclassified	0.7	Unclassified	1	Unclassified	0.64
Seq_0002833	0.72	Unclassified	0.7	Clostridium	1	Unclassified	0.7
Seq_0008183	0.8	Unclassified	0.7	Clostridium	1	Unclassified	0.7
Seq_0002828	0.75	Unclassified	0.78	Ruminococcus	1	Unclassified	0.76
Seq_0006318	0.79	Unclassified	0.78	Clostridium	1	Unclassified	0.78
Seq_0001130	0.95	Unclassified	0.79	Blautia	1	Unclassified	0.79
Seq_0000919	0.68	XI	0.8	Unclassified	1	Unclassified	0.8
Seq_0002674	0.81	XIVa	0.8	Clostridium	1	Clostridium_lactatifermentans	0.8
Seq_0000742	0.92	NA	0.8	Blautia	1	Blautia_glucerasea	0.8
Seq_0008366	0.79	XIVa	0.82	Clostridium	1	Clostridium_lactatifermentans	0.82
Seq_0007148	0.78	IV	0.83	Ruminococcus	1	Ruminococcus_albus	0.8
Seq_0002863	0.77	IV	0.83	Ruminococcus	1	Ruminococcus_albus	0.83
Seq_0003631	1	NA	0.85	Peptoniphilus	1	Unclassified	0.73
Seq_0004603	0.81	XIVa	0.85	Clostridium	1	Clostridium_lactatifermentans	0.85
Seq_0004464	0.68	NA	0.86	Unclassified	1	Unclassified	0.53
Seq_0002630	0.81	IX	0.86	Megasphaera	1	Megasphaera_elsdenii	0.86
Seq_0001620	0.93	XIVa	0.87	Blautia	1	Unclassified	0.58
Seq_0007978	0.94	NA	0.87	Fusobacterium	1	Unclassified	0.77
Seq_0003608	0.96	NA	0.87	Fusobacterium	1	Fusobacterium_mortiferum	0.82
Seq_0000712	0.69	XIVa	0.87	Unclassified	1	Unclassified	0.87
Seq_0000220	0.95	XIVa	0.88	Blautia	1	Unclassified	0
Seq_0000085	0.9	XIVa	0.88	Blautia	1	Unclassified	0.35
Seq_0000552	0.95	NA	0.88	Anaerostipes	1	Anaerostipes_hadrus	0.88
Seq_0000043	0.64	XVIII	0.9	Unclassified	1	Unclassified	0.5
Seq_0002501	0.74	NA	0.9	Megasphaera	1	Unclassified	0.5
Seq_0005475	0.93	NA	0.9	Blautia	1	Blautia_glucerasea	0.9
Seq_0003331	0.98	NA	0.9	Blautia	1	Blautia_faecis	0.9
Seq_0008040	1	NA	0.91	Peptoniphilus	1	Unclassified	0.79
Seq_0003285	0.91	NA	0.91	Clostridium	1	Clostridium_ruminantium	0.91
Seq_0000419	1	XIVa	0.92	Blautia	1	Unclassified	0
Seq_0004314	0.77	NA	0.92	Megasphaera	1	Unclassified	0.73
Seq_0000187	1	XIII	0.92	Peptoniphilus	1	Peptoniphilus_asaccharolyticus	0.86
Seq_0002924	1	XIX	0.92	Fusobacterium	1	Fusobacterium_nucleatum	0.92
Seq_0004336	0.82	I	0.93	Clostridium	1	Unclassified	0.1
Seq_0004834	0.72	NA	0.93	Anaerococcus	1	Unclassified	0.61
Seq_0000212	0.92	NA	0.93	Blautia	1	Unclassified	0.73
Seq_0001237	0.91	NA	0.93	Blautia	1	Blautia_faecis	0.82
Seq_0001434	0.77	IV	0.93	Ruminococcus	1	Ruminococcus_albus	0.93
Seq_0001755	0.81	IX	0.93	Megasphaera	1	Megasphaera_elsdenii	0.93
Seq_0001910	0.79	IX	0.94	Megasphaera	1	Megasphaera_elsdenii	0.94
Seq_0000633	0.95	XIVa	0.95	Blautia	1	Unclassified	0
Seq_0001493	0.95	XIVa	0.95	Blautia	1	Ruminococcus_obeum	0.84
Seq_0004880	0.9	NA	0.95	Clostridium	1	Clostridium_ruminantium	0.95
Seq_0000311	0.95	XIVa	0.95	Blautia	1	Blautia_luti	0.95
Seq_0001923	0.95	NA	0.95	Anaerostipes	1	Anaerostipes_hadrus	0.95
Seq_0006840	0.98	NA	0.95	Blautia	1	Blautia_glucerasea	0.95
Seq_0001710	1	XIX	0.95	Fusobacterium	1	Fusobacterium_nucleatum	0.95
Seq_0002683	0.88	XIVa	0.96	Blautia	1	Unclassified	0.64
Seq_0000361	0.78	IV	0.96	Ruminococcus	1	Ruminococcus_albus	0.96
Seq_0001373	0.95	NA	0.96	Anaerostipes	1	Anaerostipes_hadrus	0.96
Seq_0004480	0.98	XIX	0.96	Fusobacterium	1	Fusobacterium_nucleatum	0.96
Seq_0000016	0.98	NA	0.96	Anaerostipes	1	Anaerostipes_hadrus	0.96
Seq_0006412	0.99	XIX	0.96	Fusobacterium	1	Fusobacterium_nucleatum	0.96
Seq_0000186	1	XIX	0.96	Fusobacterium	1	Fusobacterium_nucleatum	0.96
Seq_0000010	1	NA	0.96	Anaerostipes	1	Anaerostipes_hadrus	0.96
Seq_0002527	0.89	NA	0.97	Fusobacterium	1	Unclassified	0.56
Seq_0001639	0.88	XIVa	0.97	Blautia	1	Unclassified	0.64
Seq_0002418	0.71	NA	0.97	Anaerococcus	1	Unclassified	0.7
Seq_0001195	0.83	IX	0.97	Megasphaera	1	Megasphaera_elsdenii	0.97
Seq_0005828	0.93	NA	0.97	Ruminococcus	1	Ruminococcus_callidus	0.97
Seq_0002869	0.99	XIX	0.97	Fusobacterium	1	Fusobacterium_nucleatum	0.97
Seq_0000437	1	XIX	0.97	Fusobacterium	1	Fusobacterium_nucleatum	0.97
Seq_0000758	0.98	XIVa	0.98	Blautia	1	Unclassified	0
Seq_0001302	0.98	XIVa	0.98	Blautia	1	Unclassified	0
Seq_0006654	0.72	NA	0.98	Leptotrichia	1	Unclassified	0.46
Seq_0005248	1	NA	0.98	Mogibacterium	1	Unclassified	0.47
Seq_0000555	0.93	NA	0.98	Anaerostipes	1	Anaerostipes_hadrus	0.98
Seq_0006045	0.95	IX	0.98	Megasphaera	1	Megasphaera_elsdenii	0.98
Seq_0000030	0.98	NA	0.98	Anaerostipes	1	Anaerostipes_hadrus	0.98
Seq_0000341	1	XIVa	0.99	Blautia	1	Unclassified	0
Seq_0001186	0.91	XIVa	0.99	Blautia	1	Unclassified	0.58
Seq_0002178	0.98	XIX	0.99	Fusobacterium	1	Fusobacterium_nucleatum	0.99
Seq_0001981	1	XIX	0.99	Fusobacterium	1	Fusobacterium_nucleatum	0.99
Seq_0001084	1	XIX	0.99	Fusobacterium	1	Fusobacterium_nucleatum	0.99
Seq_0006332	0.64	NA	1	Unclassified	1	Unclassified	0
Seq_0006624	0.65	NA	1	Unclassified	1	Unclassified	0
Seq_0005408	0.65	NA	1	Unclassified	1	Unclassified	0
Seq_0005403	0.67	IV	1	Unclassified	1	Unclassified	0
Seq_0005978	0.71	NA	1	Desulfovibrio	1	Unclassified	0
Seq_0005310	0.72	NA	1	Bacteroides	1	Unclassified	0
Seq_0005888	0.73	NA	1	Veillonella	1	Unclassified	0
Seq_0007658	0.76	NA	1	Bacteroides	1	Unclassified	0
Seq_0008402	0.79	NA	1	Bacteroides	1	Unclassified	0
Seq_0004026	0.81	NA	1	Alistipes	1	Unclassified	0
Seq_0010057	0.82	NA	1	Bacteroides	1	Unclassified	0
Seq_0006559	0.82	NA	1	Alistipes	1	Unclassified	0
Seq_0006369	0.83	NA	1	Anaerofilum	1	Unclassified	0
Seq_0006237	0.84	NA	1	Bacteroides	1	Unclassified	0
Seq_0009539	0.86	NA	1	Bacteroides	1	Unclassified	0
Seq_0007859	0.88	NA	1	Bacteroides	1	Unclassified	0
Seq_0005425	0.88	NA	1	Bacteroides	1	Unclassified	0
Seq_0009937	0.88	NA	1	Bacteroides	1	Unclassified	0
Seq_0001326	0.89	NA	1	Bacteroides	1	Unclassified	0
Seq_0002852	0.92	NA	1	Bacteroides	1	Unclassified	0
Seq_0003575	0.92	NA	1	Bacteroides	1	Unclassified	0
Seq_0004333	0.92	NA	1	Bacteroides	1	Unclassified	0
Seq_0002236	0.92	NA	1	Bacteroides	1	Unclassified	0
Seq_0004039	0.92	NA	1	Corynebacterium	1	Unclassified	0
Seq_0005655	0.93	NA	1	Acinetobacter	1	Unclassified	0
Seq_0006503	0.93	NA	1	Desulfovibrio	1	Unclassified	0
Seq_0005255	0.93	NA	1	Bacteroides	1	Unclassified	0
Seq_0000907	0.94	NA	1	Bacteroides	1	Unclassified	0
Seq_0002884	0.94	NA	1	Bacteroides	1	Unclassified	0
Seq_0005569	0.94	NA	1	Bacteroides	1	Unclassified	0
Seq_0001523	0.94	NA	1	Bacteroides	1	Unclassified	0
Seq_0007741	0.94	NA	1	Bacteroides	1	Unclassified	0
Seq_0007605	0.94	NA	1	Bacteroides	1	Unclassified	0
Seq_0007990	0.94	NA	1	Bacteroides	1	Unclassified	0
Seq_0002097	0.95	NA	1	Bifidobacterium	1	Unclassified	0
Seq_0008704	0.96	NA	1	Enterococcus	1	Unclassified	0
Seq_0007574	0.96	NA	1	Weissella	1	Unclassified	0
Seq_0006196	0.96	NA	1	Lactobacillus	1	Unclassified	0
Seq_0002298	0.96	NA	1	Bacteroides	1	Unclassified	0
Seq_0008220	0.96	NA	1	Bacteroides	1	Unclassified	0
Seq_0002720	0.96	XIII	1	Anaerococcus	1	Unclassified	0
Seq_0005690	0.97	NA	1	Pseudomonas	1	Unclassified	0
Seq_0008707	0.97	NA	1	Haemophilus	1	Unclassified	0
Seq_0008534	0.97	NA	1	Bacteroides	1	Unclassified	0
Seq_0001250	0.97	NA	1	Bacteroides	1	Unclassified	0
Seq_0006554	0.98	NA	1	Lactobacillus	1	Unclassified	0
Seq_0007838	0.98	NA	1	Veillonella	1	Unclassified	0
Seq_0006933	0.98	NA	1	Lactobacillus	1	Unclassified	0
Seq_0000987	0.98	NA	1	Streptococcus	1	Unclassified	0
Seq_0005608	0.98	NA	1	Veillonella	1	Unclassified	0
Seq_0004725	0.98	NA	1	Lactobacillus	1	Unclassified	0
Seq_0008122	0.98	NA	1	Veillonella	1	Unclassified	0
Seq_0005188	0.98	NA	1	Veillonella	1	Unclassified	0
Seq_0005301	0.98	NA	1	Streptococcus	1	Unclassified	0
Seq_0003536	0.98	NA	1	Veillonella	1	Unclassified	0
Seq_0005307	0.98	NA	1	Streptococcus	1	Unclassified	0
Seq_0005636	0.98	NA	1	Lactobacillus	1	Unclassified	0
Seq_0007622	0.98	NA	1	Bacteroides	1	Unclassified	0
Seq_0000095	0.98	NA	1	Bacteroides	1	Unclassified	0
Seq_0000052	0.98	NA	1	Bacteroides	1	Unclassified	0
Seq_0004053	0.98	NA	1	Corynebacterium	1	Unclassified	0
Seq_0000321	0.98	XIVa	1	Blautia	1	Unclassified	0
Seq_0000915	0.98	XIVa	1	Clostridium	1	Unclassified	0
Seq_0002553	0.98	XIVa	1	Clostridium	1	Unclassified	0
Seq_0002982	0.98	XIVa	1	Clostridium	1	Unclassified	0
Seq_0000537	0.98	XIVa	1	Blautia	1	Unclassified	0
Seq_0005820	0.98	NA	1	Sphingomonas	1	Unclassified	0
Seq_0000475	0.98	XIVa	1	Blautia	1	Unclassified	0
Seq_0000468	0.98	XIVa	1	Blautia	1	Unclassified	0
Seq_0000493	0.98	XIVa	1	Blautia	1	Unclassified	0
Seq_0001636	0.98	XIVa	1	Blautia	1	Unclassified	0
Seq_0000514	0.98	XIVa	1	Blautia	1	Unclassified	0
Seq_0001188	0.98	XIVa	1	Blautia	1	Unclassified	0
Seq_0000674	0.98	XIVa	1	Blautia	1	Unclassified	0
Seq_0000880	0.98	XIVa	1	Clostridium	1	Unclassified	0
Seq_0000386	0.98	XIVa	1	Clostridium	1	Unclassified	0
Seq_0001729	0.98	XIVa	1	Clostridium	1	Unclassified	0
Seq_0007040	0.98	NA	1	Brevundimonas	1	Unclassified	0
Seq_0004390	1	NA	1	Enterococcus	1	Unclassified	0
Seq_0004126	1	NA	1	Lactobacillus	1	Unclassified	0
Seq_0000834	1	NA	1	Pseudomonas	1	Unclassified	0
Seq_0000424	1	NA	1	Streptococcus	1	Unclassified	0
Seq_0005325	1	NA	1	Lactobacillus	1	Unclassified	0
Seq_0000412	1	NA	1	Streptococcus	1	Unclassified	0
Seq_0006052	1	NA	1	Anoxybacillus	1	Unclassified	0
Seq_0002000	1	NA	1	Proteus	1	Unclassified	0
Seq_0000596	1	NA	1	Haemophilus	1	Unclassified	0
Seq_0001124	1	NA	1	Staphylococcus	1	Unclassified	0
Seq_0007659	1	NA	1	Comamonas	1	Unclassified	0
Seq_0001122	1	NA	1	Lactobacillus	1	Unclassified	0
Seq_0000562	1	NA	1	Proteus	1	Unclassified	0
Seq_0004083	1	NA	1	Proteus	1	Unclassified	0
Seq_0003797	1	NA	1	Pseudomonas	1	Unclassified	0
Seq_0005175	1	NA	1	Moraxella	1	Unclassified	0
Seq_0007387	1	NA	1	Burkholderia	1	Unclassified	0
Seq_0005779	1	NA	1	Veillonella	1	Unclassified	0
Seq_0002311	1	NA	1	Staphylococcus	1	Unclassified	0
Seq_0000336	1	NA	1	Streptococcus	1	Unclassified	0
Seq_0003689	1	NA	1	Streptococcus	1	Unclassified	0
Seq_0003197	1	NA	1	Staphylococcus	1	Unclassified	0
Seq_0005516	1	NA	1	Streptococcus	1	Unclassified	0
Seq_0001697	1	NA	1	Haemophilus	1	Unclassified	0
Seq_0000478	1	NA	1	Streptococcus	1	Unclassified	0
Seq_0003443	1	NA	1	Pseudomonas	1	Unclassified	0
Seq_0001626	1	NA	1	Pseudomonas	1	Unclassified	0
Seq_0003398	1	NA	1	Pseudomonas	1	Unclassified	0
Seq_0000938	1	NA	1	Klebsiella	1	Unclassified	0
Seq_0005640	1	NA	1	Neisseria	1	Unclassified	0
Seq_0006744	1	NA	1	Pseudomonas	1	Unclassified	0
Seq_0006745	1	NA	1	Weissella	1	Unclassified	0
Seq_0000074	1	NA	1	Streptococcus	1	Unclassified	0
